date_maj,score_final,score_surete,score_commercial,action_recommandee,fenetre_action,titre,acheteur,pays_execution,type_notice,justification,publication_number,lien_avis,deadline,date_publication,statut_suivi,date_detection
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,Kyrgyz Republic: Rural Sanitation and Fecal Sludge Management Project,Department for Drinking Water Supply and Wastewater Disposal,KGZ,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-08-31 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509563,https://projects.worldbank.org/en/projects-operations/project-detail/P509563,2030-06-28,2026-08-31,nouveau,2026-08-13
2026-08-18,9.0,10.0,8.0,contacter,indetermine,Public Expenditures for Administrative Capacity Endurance (PEACE) in Ukraine,,UKR,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-08-26 (841 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P517178,https://projects.worldbank.org/en/projects-operations/project-detail/P517178,,2026-08-26,nouveau,2026-08-13
2026-08-18,4.4,6.8,2.0,ignorer,indetermine,TerraMoldova: Expanding Sustainable Land and Biodiversity Management,"Ministry of Environment,National Office for Environmental Projects Implementation (NOEPI)",MDA,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-08-20 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514338,https://projects.worldbank.org/en/projects-operations/project-detail/P514338,2031-06-30,2026-08-20,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,Sustainable Urban and Peri-Urban Agriculture for Women Empowerment Project,"Ministry of Agriculture, Government of Liberia",LBR,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-08-15 (5 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510360,https://projects.worldbank.org/en/projects-operations/project-detail/P510360,2029-06-29,2026-08-15,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Republic of Congo - Poultry and Aquaculture Development Project,Ministry of Agriculture Livestock and Fisheries,COG,Projet BM (Active),"Projet BM Active approuve le 2026-08-07 (60 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P505271,https://projects.worldbank.org/en/projects-operations/project-detail/P505271,2031-10-30,2026-08-07,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,indetermine,Syria Financial Sector Modernization Project,Central Bank of Syria,SYR,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-08-06 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P517399,https://projects.worldbank.org/en/projects-operations/project-detail/P517399,2031-10-31,2026-08-06,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Incentivizing Nutrition-Sensitive and Climate-Smart Investments among Poor Households,FAS Local Development Institute (FAS-IDL),AGO,Projet BM (Active),"Projet BM Active approuve le 2026-08-04 (3 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P506027,https://projects.worldbank.org/en/projects-operations/project-detail/P506027,2029-07-31,2026-08-04,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,Street-Connected Children and Adolescents Socio-Economic Inclusion Project,Street Child (Grant Recipient and lead implementing agency),BDI,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-07-30 (5 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511192,https://projects.worldbank.org/en/projects-operations/project-detail/P511192,2030-09-30,2026-07-30,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Burundi: Supporting youth-at-risk through the creative sector,"MINISTRY OF LABOR, CIVIL SERVICE AND SOCIAL SECURITY",BDI,Projet BM (Active),"Projet BM Active approuve le 2026-07-30 (3 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P505887,https://projects.worldbank.org/en/projects-operations/project-detail/P505887,2029-12-31,2026-07-30,nouveau,2026-08-13
2026-08-18,4.4,6.8,2.0,ignorer,court_terme,Ethiopia Contingent Emergency Response Operation,CERP PIU (COPCD),ETH,Projet BM (Active),"Projet BM Active approuve le 2026-07-29 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P517513,https://projects.worldbank.org/en/projects-operations/project-detail/P517513,2032-07-29,2026-07-29,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Sudan Preparedness Plan for Food and Nutrition Security Crises,Catholic Relief Services,SDN,Projet BM (Active),"Projet BM Active approuve le 2026-07-24 (0 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515228,https://projects.worldbank.org/en/projects-operations/project-detail/P515228,2027-06-30,2026-07-24,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,court_terme,RETRADE-SA MPA Phase 4: Zambia - Malawi Interconnector Project,"Ministry of Energy,ZESCO Limited",ZMB,Projet BM (Active),"Projet BM Active approuve le 2026-07-23 (43 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515018,https://projects.worldbank.org/en/projects-operations/project-detail/P515018,2030-12-31,2026-07-23,nouveau,2026-08-13
2026-08-18,8.0,10.0,6.0,contacter,court_terme,Investment Facilitation Project,The Ministry of Planning and Development Aid Coordination,COD,Projet BM (Active),"Projet BM Active approuve le 2026-07-23 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512137,https://projects.worldbank.org/en/projects-operations/project-detail/P512137,2030-10-31,2026-07-23,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Second Kenya Social and Economic Inclusion Project,,KEN,Projet BM (Active),"Projet BM Active approuve le 2026-07-22 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516289,https://projects.worldbank.org/en/projects-operations/project-detail/P516289,,2026-07-22,nouveau,2026-08-13
2026-08-18,4.4,6.8,2.0,ignorer,court_terme,Enhancing (Self-)Employment Opportunities for the Most Vulnerable Women: Promoting Social Inclusion and Self-Reliance in Uzbekistan,National Agency of Social Protection under the President of the Republic of Uzbekistan (NASP),UZB,Projet BM (Active),"Projet BM Active approuve le 2026-07-22 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509711,https://projects.worldbank.org/en/projects-operations/project-detail/P509711,2029-12-31,2026-07-22,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,court_terme,Mozambique Resilient Recovery and Urbanization for Jobs Project,"Ministry of Public Works, Housing and Water Resources (MOPHRH),Ministry of State Administration and Public Service (MAEFP) ,Municipality of Maputo",MOZ,Projet BM (Active),"Projet BM Active approuve le 2026-07-21 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516379,https://projects.worldbank.org/en/projects-operations/project-detail/P516379,2032-06-30,2026-07-21,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,"Power Sector Reform, Investment and Modernization in Ethiopia (PRIME-1)",,ETH,Projet BM (Active),"Projet BM Active approuve le 2026-07-20 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508707,https://projects.worldbank.org/en/projects-operations/project-detail/P508707,,2026-07-20,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Fiscal Management Project,,LBN,Projet BM (Active),"Projet BM Active approuve le 2026-07-19 (50 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512490,https://projects.worldbank.org/en/projects-operations/project-detail/P512490,,2026-07-19,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Enhancing Connectivity in the Northern and Central Agricultural Production Areas of Senegal,,SEN,Projet BM (Active),"Projet BM Active approuve le 2026-07-14 (140 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516438,https://projects.worldbank.org/en/projects-operations/project-detail/P516438,,2026-07-14,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Gazetted Forests Management Project 2,,BEN,Projet BM (Active),"Projet BM Active approuve le 2026-07-14 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514694,https://projects.worldbank.org/en/projects-operations/project-detail/P514694,,2026-07-14,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Irrigated and Sustainable Agriculture for Transformation Project,Ministry of Agriculture,ZMB,Projet BM (Active),"Projet BM Active approuve le 2026-07-14 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514111,https://projects.worldbank.org/en/projects-operations/project-detail/P514111,2031-12-31,2026-07-14,nouveau,2026-08-13
2026-08-18,6.0,10.0,2.0,surveiller,court_terme,DRC Contingent Emergency Response Project,"Ministry of Public Health, Hygiene and Prevention",COD,Projet BM (Active),"Projet BM Active approuve le 2026-07-13 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512262,https://projects.worldbank.org/en/projects-operations/project-detail/P512262,2031-09-30,2026-07-13,nouveau,2026-08-13
2026-08-18,6.0,10.0,2.0,surveiller,indetermine,Ukraine: Hazardous Waste Management and Policy Development Project,"Ministry of Economy, Environment and Agriculture of Ukraine",UKR,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-07-13 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508568,https://projects.worldbank.org/en/projects-operations/project-detail/P508568,2030-12-31,2026-07-13,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,"Forest Investment Project, phase 2",,CIV,Projet BM (Active),"Projet BM Active approuve le 2026-07-09 (148 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514740,https://projects.worldbank.org/en/projects-operations/project-detail/P514740,,2026-07-09,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,BEST-PAK MPA Program Phase 1: Grid Stability Enhancement Project,"Ministry of Energy- Power Division ,National Grid Company of Pakistan (NGC)",PAK,Projet BM (Active),"Projet BM Active approuve le 2026-07-09 (376 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P504536,https://projects.worldbank.org/en/projects-operations/project-detail/P504536,2029-12-31,2026-07-09,nouveau,2026-08-13
2026-08-18,8.0,10.0,6.0,contacter,court_terme,Regional Emergency Preparedness and Access to Inclusive Recovery Phase 3,African Risk Capacity Limited,COD,Projet BM (Active),"Projet BM Active approuve le 2026-07-01 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513341,https://projects.worldbank.org/en/projects-operations/project-detail/P513341,2030-06-28,2026-07-01,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,Integrated Urban Development and Resilience Project for Jobs,Ministry of Planning and Land Management,MDG,Projet BM (Active),"Projet BM Active approuve le 2026-07-01 (225 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507944,https://projects.worldbank.org/en/projects-operations/project-detail/P507944,2032-06-30,2026-07-01,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,Zambia Contingent Emergency Response Project,Ministry of Community Development and Social Services,ZMB,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-06-30 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P517175,https://projects.worldbank.org/en/projects-operations/project-detail/P517175,2032-06-18,2026-06-30,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Cabo Verde Contingent Emergency Response Project (CERP),Ministry of Finance - Special Projects Management Unit (UGPE),CPV,Projet BM (Active),"Projet BM Active approuve le 2026-06-30 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516618,https://projects.worldbank.org/en/projects-operations/project-detail/P516618,2032-06-30,2026-06-30,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Second Strengthening Water and Irrigation Management,"Agency for Land Reclamation and Irrigation (ALRI),Ministry of Energy and Water Resources (MEWR),PMU under ALRI",TJK,Projet BM (Active),"Projet BM Active approuve le 2026-06-30 (75 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515852,https://projects.worldbank.org/en/projects-operations/project-detail/P515852,2032-06-30,2026-06-30,nouveau,2026-08-13
2026-08-18,8.0,10.0,6.0,contacter,court_terme,Cash for Nutrition and Livelihoods Project,United Nations Children's Fund (UNICEF),YEM,Projet BM (Active),"Projet BM Active approuve le 2026-06-30 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514855,https://projects.worldbank.org/en/projects-operations/project-detail/P514855,2029-06-30,2026-06-30,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,court_terme,Sustainable Financing for Rogun HPP - Phase 2,"Directorate for the Flooding Zone,Rogun Open Joint Stock Company",TJK,Projet BM (Active),"Projet BM Active approuve le 2026-06-30 (300 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513856,https://projects.worldbank.org/en/projects-operations/project-detail/P513856,2035-12-31,2026-06-30,nouveau,2026-08-13
2026-08-18,5.9,6.8,5.0,surveiller,court_terme,Connected Punjab,"Punjab Information Technology Board (PITB),Punjab Resource Management & Policy Unit (PRMPU),Punjab Revenue Authority (PRA)",PAK,Projet BM (Active),"Projet BM Active approuve le 2026-06-30 (70 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513786,https://projects.worldbank.org/en/projects-operations/project-detail/P513786,2031-06-30,2026-06-30,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,"Turkmenistan Monitoring, Reporting, and Verification System for Methane Emissions in the Oil and Gas Sector",Ministry of Finance and Economy,TKM,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-06-30 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513679,https://projects.worldbank.org/en/projects-operations/project-detail/P513679,2029-03-31,2026-06-30,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,court_terme,BILIM : Transforming Public Education for Economic Growth Operation,Ministry of Preschool and School Education,UZB,Projet BM (Active),"Projet BM Active approuve le 2026-06-30 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513205,https://projects.worldbank.org/en/projects-operations/project-detail/P513205,2030-12-31,2026-06-30,nouveau,2026-08-13
2026-08-18,7.4,6.8,8.0,contacter,court_terme,Jordan Growth and Competitiveness DPF II,Ministry of Planning and International Cooperation,JOR,Projet BM (Active),"Projet BM Active approuve le 2026-06-30 (700 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509855,https://projects.worldbank.org/en/projects-operations/project-detail/P509855,2027-09-30,2026-06-30,nouveau,2026-08-13
2026-08-18,6.0,10.0,2.0,surveiller,indetermine,Community Action for Resilient Education,Ministry of education,MLI,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-06-30 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509605,https://projects.worldbank.org/en/projects-operations/project-detail/P509605,2029-06-30,2026-06-30,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Second Competitive and Inclusive Tajikistan DPO,Ministry of Finance,TJK,Projet BM (Active),"Projet BM Active approuve le 2026-06-30 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508213,https://projects.worldbank.org/en/projects-operations/project-detail/P508213,2027-12-31,2026-06-30,nouveau,2026-08-13
2026-08-18,3.7,4.4,3.0,ignorer,court_terme,Shock Responsive and Resilient Social Safety Net Project,,COM,Projet BM (Active),"Projet BM Active approuve le 2026-06-29 (11 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P517369,https://projects.worldbank.org/en/projects-operations/project-detail/P517369,,2026-06-29,nouveau,2026-08-13
2026-08-18,7.0,10.0,4.0,contacter,court_terme,Mali Electricity Sector  Improvement Project (MESIP),,MLI,Projet BM (Active),"Projet BM Active approuve le 2026-06-29 (35 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515929,https://projects.worldbank.org/en/projects-operations/project-detail/P515929,,2026-06-29,nouveau,2026-08-13
2026-08-18,7.4,6.8,8.0,contacter,court_terme,Nigeria Actions for Investment and Jobs Acceleration,Federal Ministry of Finance,NGA,Projet BM (Active),"Projet BM Active approuve le 2026-06-29 (1250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512892,https://projects.worldbank.org/en/projects-operations/project-detail/P512892,2027-12-31,2026-06-29,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Second Sustainable and Inclusive Growth Development Policy Operation for the Kyrgyz Republic,Ministry of Finance,KGZ,Projet BM (Active),"Projet BM Active approuve le 2026-06-29 (50 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510257,https://projects.worldbank.org/en/projects-operations/project-detail/P510257,2027-12-31,2026-06-29,nouveau,2026-08-13
2026-08-18,6.2,4.4,8.0,surveiller,court_terme,Second Kenya Fiscal Sustainability and Resilient Growth,The National Treasury,KEN,Projet BM (Active),"Projet BM Active approuve le 2026-06-29 (750 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508021,https://projects.worldbank.org/en/projects-operations/project-detail/P508021,2027-06-30,2026-06-29,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,Livelihood Support for Resilient Landscape Restoration and Climate Resilience in the Kyrgyz Republic,Ministry of Finance,KGZ,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-11-02 (3 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P506128,https://projects.worldbank.org/en/projects-operations/project-detail/P506128,2029-12-31,2026-11-02,nouveau,2026-08-13
2026-08-18,8.5,10.0,7.0,contacter,court_terme,Transforming Healthcare through Reform and Investments in Efficiency,,UKR,Projet BM (Active),"Projet BM Active approuve le 2026-06-27 (444 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513700,https://projects.worldbank.org/en/projects-operations/project-detail/P513700,,2026-06-27,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Mauritania Contingent Emergency Response Project (CERP),Ministère de l'Agriculture,MRT,Projet BM (Active),"Projet BM Active approuve le 2026-06-26 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516582,https://projects.worldbank.org/en/projects-operations/project-detail/P516582,2032-06-25,2026-06-26,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,court_terme,Casamance Economic Development Project,,SEN,Projet BM (Active),"Projet BM Active approuve le 2026-06-26 (40 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516306,https://projects.worldbank.org/en/projects-operations/project-detail/P516306,,2026-06-26,nouveau,2026-08-13
2026-08-18,9.0,10.0,8.0,contacter,court_terme,Supporting Reconstruction through Smart Fiscal Governance (SURGE),,UKR,Projet BM (Active),"Projet BM Active approuve le 2026-06-26 (584 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516223,https://projects.worldbank.org/en/projects-operations/project-detail/P516223,,2026-06-26,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Cote d'Ivoire Contingent Emergency Project,Project coordination Unit,CIV,Projet BM (Active),"Projet BM Active approuve le 2026-06-25 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516523,https://projects.worldbank.org/en/projects-operations/project-detail/P516523,2032-04-30,2026-06-25,nouveau,2026-08-13
2026-08-18,7.5,10.0,5.0,contacter,court_terme,DRC Multisectoral Nutrition and Health Project,,COD,Projet BM (Active),"Projet BM Active approuve le 2026-06-25 (75 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516063,https://projects.worldbank.org/en/projects-operations/project-detail/P516063,,2026-06-25,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Zimbabwe Social Registry Support Project,"Ministry of Public Service, Labor, and Social Welfare",ZWE,Projet BM (Active),"Projet BM Active approuve le 2026-06-25 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514401,https://projects.worldbank.org/en/projects-operations/project-detail/P514401,2027-09-30,2026-06-25,nouveau,2026-08-13
2026-08-18,7.4,6.8,8.0,contacter,court_terme,Inclusive Growth Development Policy Operation,Ministry of Finance,ETH,Projet BM (Active),"Projet BM Active approuve le 2026-06-25 (1450 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514383,https://projects.worldbank.org/en/projects-operations/project-detail/P514383,2027-12-31,2026-06-25,nouveau,2026-08-13
2026-08-18,7.4,6.8,8.0,contacter,court_terme,Nigeria Distributed Access through Renewable Energy Scale-up Project,,NGA,Projet BM (Active),"Projet BM Active approuve le 2026-06-24 (750 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511862,https://projects.worldbank.org/en/projects-operations/project-detail/P511862,,2026-06-24,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,court_terme,MSME Competitiveness Project,,MDA,Projet BM (Active),"Projet BM Active approuve le 2026-06-24 (155 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508037,https://projects.worldbank.org/en/projects-operations/project-detail/P508037,,2026-06-24,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Senegal Energy Access Scale Up Project,,SEN,Projet BM (Active),"Projet BM Active approuve le 2026-06-23 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515030,https://projects.worldbank.org/en/projects-operations/project-detail/P515030,,2026-06-23,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Guinea Commercial Agriculture Development Project Phase 2,"Ministry of Commerce and Industry,Ministry of Livestock",GIN,Projet BM (Active),"Projet BM Active approuve le 2026-06-23 (116 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514713,https://projects.worldbank.org/en/projects-operations/project-detail/P514713,2033-01-31,2026-06-23,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Guinea Domestic Revenue Mobilization and Public Expenditure Management,"Ministry of Economy, Finance, and Budget",GIN,Projet BM (Active),"Projet BM Active approuve le 2026-06-23 (75 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513145,https://projects.worldbank.org/en/projects-operations/project-detail/P513145,2031-06-30,2026-06-23,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Cote d'Ivoire Public Resource Management for Jobs and Growth,Steering Committee of Economic Governance Program (PGEDS),CIV,Projet BM (Active),"Projet BM Active approuve le 2026-06-23 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513144,https://projects.worldbank.org/en/projects-operations/project-detail/P513144,2031-06-30,2026-06-23,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,"Guinea: Skills for Innovation, Resilience, and Aspirations (SIRA)","Ministry of National Education, Literacy, Technical Education, and Vocational Training (Ministère de l’Éducation Nationale, de l’Alphabétisation, de l’Enseignement Technique et de la Formation Professionnelle)",GIN,Projet BM (Active),"Projet BM Active approuve le 2026-06-23 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511651,https://projects.worldbank.org/en/projects-operations/project-detail/P511651,2031-07-31,2026-06-23,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,court_terme,"Côte d'Ivoire - Skills for Innovation, Resilience, and Aspirations (CIV-SIRA)","Ministry of National Education, Literacy and Technical Education,Ministry of Employment, Social Protection, and Vocational Training,Ministry of Higher Education and Scientific Research ,Ministry of Youth Development, Professional Integration, and Civic Service",CIV,Projet BM (Active),"Projet BM Active approuve le 2026-06-23 (222 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509925,https://projects.worldbank.org/en/projects-operations/project-detail/P509925,2031-09-30,2026-06-23,nouveau,2026-08-13
2026-08-18,3.7,4.4,3.0,ignorer,court_terme,Creating Opportunities and Reaching Results on Employment (CORRE) Program,"Ministry for Investment Promotion and Business Development (Ministério da Promoção de Investimentos e Fomento Empresarial),Ministry of Education (Ministério da Educação),Ministry of Family, Inclusion and Social Development (Ministério da Família, Inclusão e Desenvolvimento Social),Special Projects Management Unit (Unidade de Gestão de Projetos Especiais)",CPV,Projet BM (Active),"Projet BM Active approuve le 2026-06-23 (15 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508355,https://projects.worldbank.org/en/projects-operations/project-detail/P508355,2031-12-31,2026-06-23,nouveau,2026-08-13
