date_maj,statut,nom,project_id_propose,iso3,secteur,phase,confiance,motifs,nb_signaux,nb_sources,montant_musd,acteurs,premiere_detection,derniere_maj,sources,signaux_json
2026-08-25,candidat,Enhancing Connectivity and Resilience in the Far North of Cameroon for Inclusiveness Project,ENHANCINGCONNECTIVITYRES_CMR,CMR,infrastructure,FUNDING_APPROVED,65,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 50% · phase identifiee (FUNDING_APPROVED) · 1 acteur(s),1,1,81.0,world bank,2026-08-24,2026-08-24,BMP,"[{""titre"": ""Enhancing Connectivity and Resilience in the Far North of Cameroon for Inclusiveness Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P515832"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Guinea Commercial Agriculture Development Project Phase 2,GUINEACOMMERCIALAGRICULT_GIN,GIN,industrie,FUNDING_APPROVED,65,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 50% · phase identifiee (FUNDING_APPROVED) · 3 acteur(s),1,1,116.0,"world bank, ministry of commerce and industry, ministry of livestock",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Guinea Commercial Agriculture Development Project Phase 2"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P514713"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Enhancing Connectivity in Northern Guinea-Bissau Project,ENHANCINGCONNECTIVITYINN_GNB,GNB,infrastructure,FUNDING_APPROVED,65,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 50% · phase identifiee (FUNDING_APPROVED) · 1 acteur(s),1,1,15.0,world bank,2026-08-24,2026-08-24,BMP,"[{""titre"": ""Enhancing Connectivity in Northern Guinea-Bissau Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P507890"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,EAC Railway Rehabilitation,EACRAILWAYREHABILITATION_UGA,UGA,transport,CONSULTANT_SELECTION,65,source officielle : Banque africaine de developpement (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 68% · phase identifiee (CONSULTANT_SELECTION) · 1 acteur(s),1,1,0,african development bank,2026-07-16,2026-07-16,AFDB,"[{""titre"": ""EOI - Uganda - Consultancy Services for RAP Implementation Consultant for the Kampala section-Malaba Section, Kampala- Port-Bell line and Kampala-Kyengera line - EAC Railway Rehabilitation Support Project"", ""date"": ""2026-07-16"", ""lien"": ""https://www.afdb.org/en/documents/eoi-uganda-consultancy-services-rap-implementation-consultant-kampala-section-malaba-section-kampala-port-bell-line-and-kampala-kyengera-line-eac-railway-rehabilitation-support-project"", ""phase"": ""CONSULTANT_SELECTION""}]"
2026-08-25,candidat,ALAFIA I - Nourishing Benin's Future Program,ALAFIA1NOURISHINGBENINSF_BEN,BEN,industrie,FUNDING_APPROVED,64,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 45% · phase identifiee (FUNDING_APPROVED) · 2 acteur(s),1,1,150.0,"world bank, agence nationale de l'alimentation et de la nutrition",2026-08-24,2026-08-24,BMP,"[{""titre"": ""ALAFIA I- Nourishing Benin's Future Program"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P509225"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Syria Electricity Emergency Project,SYRIAELECTRICITYEMERGENC_SYR,SYR,energie,FUNDING_APPROVED,64,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 45% · phase identifiee (FUNDING_APPROVED) · 2 acteur(s),1,1,146.0,"public establishment for transmission and distribution of electricity, world bank",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Syria Electricity Emergency Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P511407"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Dhiganle Sub-Surface Dam and Buran Sand Dam,DHIGANLESUBSURFACEDAMBUR_SOM,SOM,infrastructure,CONSTRUCTION,64,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 65% · phase identifiee (CONSTRUCTION) · 2 acteur(s),1,1,0,"puntland ministry of planning, economic development and international cooperation, barwaaqo",2026-08-11,2026-08-11,BM,"[{""titre"": ""Construction for Lot 1 of Sub-Surface Dam near the village of Dhiganle, Eyl district\nNugal Region and Lot 2 for Sand Dam near the village of Buran, Sanaag\nRegion — Barwaaqo - Somalia Water for Rural Resilience Project"", ""date"": ""2026-08-11"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00461423"", ""phase"": ""CONSTRUCTION""}]"
2026-08-25,candidat,Casamance Economic Development Project,CASAMANCEECONOMIC_SEN,SEN,infrastructure,FUNDING_APPROVED,64,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 45% · phase identifiee (FUNDING_APPROVED) · 1 acteur(s),1,1,40.0,world bank,2026-08-24,2026-08-24,BMP,"[{""titre"": ""Casamance Economic Development Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P516306"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Enhancing Sierra Leone Energy Access,ENHANCINGSIERRALEONEENER_SLE,SLE,energie,FUNDING_APPROVED,64,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 45% · phase identifiee (FUNDING_APPROVED) · 1 acteur(s),1,1,13.0,world bank,2026-08-24,2026-08-24,BMP,"[{""titre"": ""Enhancing Sierra Leone Energy Access"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P506745"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Water Supply and Sanitation Universal Access Program-1 Project,WATERSUPPLYSANITATIONUNI_KGZ,KGZ,infrastructure,FUNDING_APPROVED,63,source officielle : Banque Mondiale (projets) (Banque de developpement) · 3 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 18% · phase identifiee (FUNDING_APPROVED) · 4 acteur(s),3,1,0,"banque mondiale, ministry of finance, state institution of drinking water supply and wastewater disposal, ministry of water resources, agriculture and processing industry",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Kyrgyz Republic: Water Supply and Sanitation Universal Access Program-1 Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P500620"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Kyrgyz Republic Developing a Sustainable Finance Market for Micro-, Small-, or Medium Enterprises (MSMEs) project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P505643"", ""phase"": """"}, {""titre"": ""Second Sustainable and Inclusive Growth Development Policy Operation for the Kyrgyz Republic"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P510257"", ""phase"": """"}]"
2026-08-25,candidat,Digital Zambia Acceleration Project,DIGITALZAMBIAACCELERATIO_ZMB,ZMB,industrie,FUNDING_APPROVED,62,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 35% · phase identifiee (FUNDING_APPROVED) · 2 acteur(s),1,1,100.0,"smart zambia institute, world bank",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Digital Zambia Acceleration Project (DZAP)"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P505094"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Gabon Urban Development Project,GABONURBAN_GAB,GAB,infrastructure,FUNDING_APPROVED,62,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 55% · phase identifiee (FUNDING_APPROVED) · 3 acteur(s),1,1,0,"commission nationale des travaux d'interet public pour la promotion de l'entrepreneuriat et de l'emploi, ministère des travaux publics et de la construction, world bank",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Gabon Urban Development Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P177372"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Guinea Kounki Fisheries and Aquaculture Project,GUINEAKOUNKIFISHERIESAQU_GIN,GIN,industrie,FUNDING_APPROVED,62,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 35% · phase identifiee (FUNDING_APPROVED) · 2 acteur(s),1,1,100.0,"ministère de la pêche et de l'économie maritime, banque mondiale",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Guinea Kounki Fisheries and Aquaculture Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P180906"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Sustainable Agricultural Value-chains Intensification for Growth (SAVIG),SUSTAINABLEAGRICULTURALV_SLE,SLE,industrie,FUNDING_APPROVED,62,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 35% · phase identifiee (FUNDING_APPROVED) · 3 acteur(s),1,1,40.0,"ministry of agriculture and food security, government of sierra leone, world bank",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Sustainable Agricultural Value-chains Intensification for Growth (SAVIG)"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P513429"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,PTAP Nacaome,PTAPNACAOME_HND,HND,infrastructure,CONSTRUCTION,62,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 55% · phase identifiee (CONSTRUCTION) · 1 acteur(s),1,1,0,secretaria de agricultura y ganaderia,2026-08-12,2026-08-12,BM,"[{""titre"": ""Diseño y Rehabilitación de la Planta de Tratamiento de Nacaome, PTAP Nacaome. — Water Security in the Dry Corridor of Honduras"", ""date"": ""2026-08-12"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00461433"", ""phase"": ""CONSTRUCTION""}]"
2026-08-25,candidat,Second Tanzania Water Sector Support Project,SECONDTANZANIAWATERSECTO_TZA,TZA,infrastructure,FUNDING_APPROVED,62,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 55% · phase identifiee (FUNDING_APPROVED),1,1,14.0,,2026-08-24,2026-08-24,BMP,"[{""titre"": ""Second Tanzania Water Sector Support Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P508033"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Douala Urban Mobility Project,DOUALAURBANMOBILITY_CMR,CMR,transport,EPC_PROCUREMENT,62,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 55% · phase identifiee (EPC_PROCUREMENT) · 1 acteur(s),1,1,0,communaute urbaine de douala,2026-07-13,2026-07-13,BM,"[{""titre"": ""Travaux d’aménagement en trois (03) lots des voies urbaines de rabattement du corridor de « BUS RAPID TRANSIT » (BRT) dans la ville de Douala – phase 2 (66,796 KM — Douala Urban Mobility Project"", ""date"": ""2026-07-13"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00455239"", ""phase"": ""EPC_PROCUREMENT""}]"
2026-08-25,candidat,LAFIA-IYALI,LAFIAIYALI_NER,NER,infrastructure,,61,source officielle : Banque Mondiale (projets) (Banque de developpement) · 2 signal(aux) · 2 source(s) distincte(s) · poids de preuve 1.45 · confiance LLM 2% · 2 acteur(s),2,2,6.0,"world bank, nigérienne des eaux",2026-08-04,2026-08-24,"BMP, actunigercom","[{""titre"": ""Niger, Improving Women’s and Girls’ Access to Improved Health and Nutrition Services in the Priority Areas Project – LAFIA-IYALI"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P512908"", ""phase"": """"}, {""titre"": ""Marchés publics : la Nigérienne des Eaux lance un appel d'offres pour la fourniture d'équipements de protection individuelle et collective (EPI/EPC) - actuniger.com"", ""date"": ""2026-08-04"", ""lien"": ""https://news.google.com/rss/articles/CBMilgJBVV95cUxPcnR1V1hPZE1DT1cxSHlCclV3UWQyd1A0ZG4wTjR3eDNlQW1fRnNJRDFTdjdFX0w1cEhXZ1JQeF8zcjFIbDhfZDF1eGg5N2dpZnBSNnpGVm9FSWdnblhaQnRZV3V5c0hoY0VmS2tPRFdzS0dBcVh3dlBIanNkMnhRNkpKRkxqUW5RVmxOZC1MQzdaZEgybExNRk51MGkwcnNJU2FISTVWUGZ3Tm1vQldmN29yeEo4bUZNQUE3X2drazNtWk5iNHVHSmhKM0VnMW9sRk8wd0tNdndBc0g0ODhadmd4QlpFcC03ZzQtaHdkVl9mN05kclhva2NRNXJ4SzNJb3Nhc2REdnNlazJFb0w0Tm9FWERVZw?oc=5"", ""phase"": """"}]"
2026-08-25,candidat,RN11 Banfora - Sidéradougou - Ouo,RN11BANFORASIDERADOUGOUO_BFA,BFA,transport,CONSTRUCTION,61,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 70% · phase identifiee (CONSTRUCTION),1,1,0,,2026-08-06,2026-08-06,BM,"[{""titre"": ""Contrôle et surveillance des travaux de construction et de bitumage de la RN11 Banfora - Sidéradougou - Ouo (115 km) — SIKASSO- KORHOGO-BOBO-DIOULASSO (SKBO) BASIN OF INTEGRATION PROJECT"", ""date"": ""2026-08-06"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00460353"", ""phase"": ""CONSTRUCTION""}]"
2026-08-25,candidat,[sans nom] ZMB infrastructure,SANSNOMZMBINFRASTRUCTURE_ZMB,ZMB,infrastructure,FUNDING_APPROVED,61,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 30% · phase identifiee (FUNDING_APPROVED) · 2 acteur(s),1,1,33.0,"ministry of water development and sanitation, world bank",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Zambia Water Supply and Sanitation Services in Growth Centers Program"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P509550"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Emergency Infrastructure and Connectivity Recovery Project,EMERGENCYINFRASTRUCTUREC_CAF,CAF,infrastructure,FUNDING_APPROVED,60,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 50% · phase identifiee (FUNDING_APPROVED),1,1,10.0,,2026-08-24,2026-08-24,BMP,"[{""titre"": ""CAR - Emergency Infrastructure and Connectivity Recovery Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P513082"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Lowlands Livelihood Resilience Project Phase Two,LOWLANDSLIVELIHOODRESILI_ETH,ETH,transport,EPC_PROCUREMENT,59,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 45% · phase identifiee (EPC_PROCUREMENT) · 1 acteur(s),1,1,0,somali regional project coordination unit,2026-07-18,2026-07-18,BM,"[{""titre"": ""Procurement of Construction of Cusbaley Large Span Bridge 80 M in Garbo Project Woreda. — Lowlands Livelihood Resilience Project, Phase Two (LLRP II)"", ""date"": ""2026-07-18"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00457434"", ""phase"": ""EPC_PROCUREMENT""}]"
2026-08-25,candidat,[sans nom] UKR infrastructure · Ukraine,SANSNOMUKRINFRASTRUCTURE_UKR,UKR,infrastructure,,59,source officielle : Banque Mondiale (projets) (Banque de developpement) · 8 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 5% · 7 acteur(s),8,1,8.0,"world bank, isar ednannia, ministry of economy, environment and agriculture, state statistics service of ukraine, national bank of ukraine, ministry of economy and environment of ukraine, ministry of education",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Youth Empowerment Support in Ukraine Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P505079"", ""phase"": """"}, {""titre"": ""Strengthening the Capacity of the State Agrarian Register in Ukraine"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P506719"", ""phase"": """"}, {""titre"": ""Strengthening Ukraine’s Statistical Systems for Recovery and Reform"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P514828"", ""phase"": """"}, {""titre"": ""SupTech Implementation for National Bank of Ukraine (NBU)"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P513816"", ""phase"": """"}, {""titre"": ""Ukraine: Hazardous Waste Management and Policy Development Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P508568"", ""phase"": """"}, {""titre"": ""Community Action for Resilient Education"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P509605"", ""phase"": """"}, {""titre"": ""Public Financial Management Improvement Project Phase 2"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P513189"", ""phase"": """"}, {""titre"": ""Lifting Education Access and Resilience in times of Need in Ukraine Program"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P512263"", ""phase"": """"}]"
2026-08-25,candidat,Niger Refinery,NIGERREFINERY_NER,NER,energie,GOVERNMENT_AGREEMENT,58,2 signal(aux) · 2 source(s) distincte(s) · poids de preuve 1.00 · confiance LLM 40% · phase identifiee (GOVERNMENT_AGREEMENT) · 1 acteur(s),2,2,1900.0,zimar,2026-08-16,2026-08-19,"briefsfinance, trtafrika","[{""titre"": ""Niger : signature de convention pour la construction d’une nouvelle raffinerie de pétrole - TRT Afrika"", ""date"": ""2026-08-19"", ""lien"": ""https://news.google.com/rss/articles/CBMiZkFVX3lxTFBzUXVNb3BLWmVRcFpqWFROazNUV3E2UThpSmxwOVJtcU4xaE41NWZoUHpzSXVzVXIwSHZ6MS1iQVJGZTktNVZ3Z3B2NF9GRTBUejlYSVFrN3VLTWhHWFZOM3MteVlZUQ?oc=5"", ""phase"": ""GOVERNMENT_AGREEMENT""}, {""titre"": ""Canadian Firm Zimar Wins $1.9B Niger Refinery Deal - Briefs Finance"", ""date"": ""2026-08-16"", ""lien"": ""https://news.google.com/rss/articles/CBMiiAFBVV95cUxQTzBZaXBYZ1d2cm9QSHhmR2dCQy1pY1YtMWoyYUQ5Z3lHOXBaelFYWTVDVXc3QW9FOEJDOHllTnhxTUJUZ0JKVEI2UGN3UzROMGV5eXhidXFESnc5TGRUal9jT2drTnZxaDlXSVQ2NUtTb0YxM0x3dm0tYVk2eWxKNnE0RjVScEJs?oc=5"", ""phase"": ""EPC_AWARDED""}]"
2026-08-25,candidat,Centre of Excellence for Food and Agriculture Strategic Development and Research,CENTREEXCELLENCEFOODAGRI_UZB,UZB,industrie,EPC_PROCUREMENT,57,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 35% · phase identifiee (EPC_PROCUREMENT) · 2 acteur(s),1,1,0,"international centre for food and agriculture strategic development and research, ministry of agriculture",2026-08-10,2026-08-10,BM,"[{""titre"": ""Consulting Services for Construction Supervision of Contract No. AMP/C1/CW/26: “Engineering, Procurement and Construction (EPC) on a Turnkey Basis for the Centre of Excellence for Agricultural Research” — Agriculture Modernization Project"", ""date"": ""2026-08-10"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00460945"", ""phase"": ""EPC_PROCUREMENT""}]"
2026-08-25,candidat,Savannah Niger Wind Farm,SAVANNAHNIGERWINDFARM_NER,NER,energie,FEASIBILITY,57,source officielle : US DFC (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 55% · phase identifiee (FEASIBILITY),1,1,0,,2026-08-14,2026-08-14,DFC,"[{""titre"": ""Savannah Niger Wind Farm"", ""date"": ""2026-08-14"", ""lien"": ""https://www.dfc.gov/sites/default/files/media/documents/9000115951_0.pdf"", ""phase"": ""FEASIBILITY""}]"
2026-08-25,candidat,[sans nom] UZB infrastructure · Uzbekistan,SANSNOMUZBINFRASTRUCTURE_UZB,UZB,infrastructure,FUNDING_APPROVED,57,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 15% · phase identifiee (FUNDING_APPROVED) · 3 acteur(s),1,1,100.0,"world bank, central bank of uzbekistan, entrepreneurship development company",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Access to Finance for Jobs and Growth MPA Phase 1 - Uzbekistan"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P511700"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,"[sans nom] PAK infrastructure · DG Khan, Khanewal, Arif Wala, Layyah, Rahim Yar Khan, Multan",SANSNOMPAKINFRASTRUCTURE_PAK,PAK,infrastructure,EPC_PROCUREMENT,57,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 35% · phase identifiee (EPC_PROCUREMENT) · 1 acteur(s),1,1,0,multan electric power company,2026-08-12,2026-08-12,BM,"[{""titre"": ""Supply, Installation, Testing & Commissioning of 06 Nos New 132KV grid-stations a/w Transmission Lines (Lot-wise)  \nLot-I: 132KV D.G.Khan-III & Shah Jamal Grids, Lot-II: 132KV Khanewal II & Arifwala-II Grids . Lot-III: 132KV R.Y.Khan III & Layyah-II Grids — Electricity Distribution Efficiency Improv"", ""date"": ""2026-08-12"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00461490"", ""phase"": ""EPC_PROCUREMENT""}]"
2026-08-25,candidat,"[sans nom] BGD transport · Satkania upazila, Chattogram District",SANSNOMBGDTRANSPORTSATKA_BGD,BGD,transport,EPC_AWARDED,57,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 35% · phase identifiee (EPC_AWARDED) · 1 acteur(s),1,1,0,local government engineering department,2026-08-21,2026-08-21,BM,"[{""titre"": ""Rehabilitation  of 16.60  km emergency evacuation of Rural Roads including  45.00 m  box culvert at Satkania upazila under Chattogram District — Bangladesh Sustainable Recovery, Emergency Preparedness and Response Project"", ""date"": ""2026-08-21"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00463437"", ""phase"": ""EPC_AWARDED""}]"
2026-08-25,candidat,"[sans nom] BGD transport · Mirsharai upazila, Chattogram District",SANSNOMBGDTRANSPORTMIRSH_BGD,BGD,transport,EPC_AWARDED,57,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 35% · phase identifiee (EPC_AWARDED) · 1 acteur(s),1,1,0,local government engineering department,2026-06-30,2026-06-30,BM,"[{""titre"": ""Rehabilitation  of 16.90 km emergency evacuation of Rural Roads including  28.00 m  box culvert at Mirsharai upazila under Chattogram District — Bangladesh Sustainable Recovery, Emergency Preparedness and Response Project"", ""date"": ""2026-06-30"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00450140"", ""phase"": ""EPC_AWARDED""}]"
2026-08-25,candidat,"[sans nom] BRA infrastructure · Vila Cabana do Pai Tomás, Belo Horizonte",SANSNOMBRAINFRASTRUCTURE_BRA,BRA,infrastructure,EPC_AWARDED,54,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 25% · phase identifiee (EPC_AWARDED) · 1 acteur(s),1,1,0,secretariat of works and infrastructure of the municipality of belo horizonte,2026-08-06,2026-08-06,BM,"[{""titre"": ""Obras de Urbanização e unidades habitacionais na Vila Cabana do Pai Tomás - 02 — Improving Mobility and Urban Inclusion in the Amazonas Corridor in Belo Horizonte"", ""date"": ""2026-08-06"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00450332"", ""phase"": ""EPC_AWARDED""}]"
2026-08-25,candidat,"Mauritania Improving Education Quality, Results, and Access for All Operation (IQRAA)",MAURITANIAIMPROVINGEDUCA_MRT,MRT,infrastructure,,53,source officielle : Banque Mondiale (projets) (Banque de developpement) · 3 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 1% · 5 acteur(s),3,1,40.0,"world bank, ministry of education and reform of the education sector, food security commission, taazour general delegation, ministry of economic affairs and development",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Mauritania Improving Education Quality, Results, and Access for All Operation (IQRAA)"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P509243"", ""phase"": """"}, {""titre"": ""Mauritania Resilience and Productive Safety Nets Program (MRPSNP)"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P508831"", ""phase"": """"}, {""titre"": ""Mauritania First Reforms for Inclusive and Sustainable Growth DPF"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P511001"", ""phase"": """"}]"
2026-08-25,candidat,[sans nom] BRA infrastructure · Ceará,SANSNOMBRAINFRASTRUCTURE_BRA,BRA,infrastructure,FEASIBILITY,52,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 15% · phase identifiee (FEASIBILITY) · 1 acteur(s),1,1,0,central de licitações do estado do ceará,2026-07-22,2026-07-22,BM,"[{""titre"": ""Contratação de serviços especializados de engenharia para elaboração dos Planos de Segurança das Barragens identificadas como fonte de captação para os projetos de abastecimento de água no âmbito PDRS/PSJ III - 2ª Fase — Ceara Rural Sustainable Development and Competitiveness Phase II"", ""date"": ""2026-07-22"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00456672"", ""phase"": ""FEASIBILITY""}]"
