date_maj,score_final,score_surete,score_commercial,action_recommandee,fenetre_action,niveau_opportunite_amarante,titre,acheteur,pays_execution,pays_acheteur,type_client,type_mobilite,profil_personnes_exposees,duree_estimee,accessibilite_commerciale,securite_existante_detectee,profils_acteurs_probables,justification,confiance,modele,raffine,divergence,source_mode_b,pays_execution_incertitude,publication_number,lien_avis,deadline,date_publication,statut_suivi,valeur_estimee,date_detection
2026-07-01,4.2,3.0,5.5,surveiller,indetermine,faible,France – Technical assistance services – Assistance technique pour l’amélioration d'un guide à destination des collectivités locales pour l'élaboration de leur plan de gestion des déchets solides,Agence Française du développement,"IDN, IDN",FRA,bailleur_donateur,capitale,expert_international,longue_ou_residente,difficile,False,"Bureau d'études ou cabinet de conseil en gestion des déchets et environnement, Consortium d'ingénierie avec expertise en collectivités locales et déchets solides, Opérateur français ou européen spécialisé en assistance technique environnementale","Déploiement d'expert(s) international(aux) en Indonésie, mais profil très sédentaire (travail de guide et assistance technique auprès de collectivités locales à Jakarta, capitale sécurisée). Aucune mobilité terrain, aucune mention de déplacements multi-sites ou en zones à risque. Besoin de sûreté opérationnelle très faible ; marché institutionnel AFD avec accès commercial difficile.",0.75,claude-haiku-4-5-20251001,False,False,False,False,449909-2026,https://ted.europa.eu/en/notice/449909-2026/html,,2026-07-01+02:00,nouveau,inconnu,2026-07-01
2026-07-02,6.5,5.9,7.0,contacter,indetermine,moyen,France – Technical assistance services – Balanced Territorial Development Programme in Moldova,Agence Française du développement,"MDA, MDA",FRA,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en développement territorial ou aménagement du territoire, consortium d'assistance technique franco-européen spécialisé en gouvernance locale, cabinet de conseil en politiques publiques avec expertise Europe de l'Est","Un programme d'assistance technique résidente en Moldavie implique probablement le déploiement d'experts internationaux sur plusieurs sites ou régions du pays sur une durée longue, avec des déplacements hors capitale dans un contexte géopolitique sensible (proximité du conflit ukrainien, zone Transnistrie). Un accompagnement sécurisé des déplacements terrain et une prestation de chauffeur sécurité ou de véhicule sécurisé sont envisageables, même si le niveau de risque reste modéré en dehors des zones de tension.",0.62,claude-sonnet-4-6,True,False,False,False,453252-2026,https://ted.europa.eu/en/notice/453252-2026/html,,2026-07-02+02:00,nouveau,inconnu,2026-07-02
2026-07-02,6.5,6.0,7.0,contacter,indetermine,moyen,"France – Archaeological services – Prestations archéologiques relatives à des opérations de fouille, dans le cadre de la fouille du site de Dadan (région d’al-Ula, Arabie saoudite) pour le compte de l’unité mixte de recherche CNRS, UMR 8167 Orient et Méditerrané.",CNRS DELEGATION PARIS-CENTRE,"SAU, SAU, SAU, SAU",FRA,bailleur_donateur,chantier,expert_international,longue_ou_residente,moyenne,False,"archéologue ou archéo-anthropologue indépendant spécialisé en archéologie du Proche-Orient ou de la Péninsule arabique, bureau d'études ou cabinet spécialisé en archéologie préventive et de terrain, technicien de fouille expérimenté en contexte international, habitué aux missions en pays du Golfe","Des experts et techniciens archéologues français seront déployés physiquement sur un chantier de fouille en Arabie saoudite (région d'al-Ula) lors de plusieurs campagnes de terrain de 7 à 10 semaines entre 2026 et 2028, créant un besoin réel de sécurisation des déplacements et d'accompagnement terrain (véhicule sécurisé, chauffeur sécurité, briefings opérationnels). Le contexte saoudien est globalement stable mais la région d'al-Ula reste éloignée des grands centres urbains, ce qui justifie un dispositif de sûreté adapté ; toutefois l'absence de mention d'un prestataire de sécurité existant et le cadre institutionnel CNRS/AFALULA laissent une fenêtre commerciale réelle, même si l'acheteur public français peut avoir des procédures d'achat contraignantes.",0.72,claude-sonnet-4-6,True,False,False,False,456218-2026,https://ted.europa.eu/en/notice/456218-2026/html,,2026-07-02+02:00,nouveau,inconnu,2026-07-02
2026-07-02,6.0,6.5,5.5,contacter,indetermine,moyen,France – Feasibility study – APPUI à un Plan d’adaptation aux changements climatique des infrastructures de transport en RDC,Agence Française du développement,"COD, COD",FRA,bailleur_donateur,multi_sites,expert_international,courte_ponctuelle,moyenne,False,"bureau d'études en ingénierie des transports ou en adaptation climatique, consortium d'experts en infrastructure et environnement avec expérience Afrique centrale, cabinet de conseil spécialisé en développement durable et mobilité en zones fragiles","Une étude de faisabilité sur les infrastructures de transport en RDC implique des déplacements terrain sur plusieurs sites (routes, ponts, axes logistiques) dans un pays classé à risque élevé, avec des experts internationaux exposés hors de la capitale ; un accompagnement en véhicule sécurisé et escorte ponctuelle est réaliste, même si la mission reste courte et que l'AFD peut avoir des prestataires de sécurité déjà référencés.",0.62,claude-sonnet-4-6,True,False,False,False,453174-2026,https://ted.europa.eu/en/notice/453174-2026/html,,2026-07-02+02:00,nouveau,inconnu,2026-07-02
2026-07-02,5.9,5.5,7.0,surveiller,indetermine,faible,"Germany – Foreign economic-aid-related services – 81322574-Acelerando la transición hacia la economía circular, la gestión de los residuos y las tecnologías neutras en carbono",Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"PER, PER",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en développement durable et économie circulaire avec expérience Amérique latine, consortium d'assistance technique spécialisé en transition énergétique et gestion des déchets, cabinet de conseil en politiques industrielles et environnementales avec ancrage local au Pérou","Le Pérou est un pays à risque sécuritaire modéré et non classé zone de conflit ; la mission porte sur de l'assistance technique auprès de ministères, PME et associations professionnelles, avec une mobilité probable entre Lima et quelques sites industriels dans un contexte urbain ou péri-urbain. Le profil de risque ne justifie pas de prestation d'escorte ou de protection rapprochée, et aucun signal de besoin opérationnel sûreté n'est détectable dans l'avis.",0.72,claude-sonnet-4-6,True,False,False,False,453458-2026,https://ted.europa.eu/en/notice/453458-2026/html,,2026-07-02+02:00,nouveau,inconnu,2026-07-02
2026-07-03,6.8,6.5,7.0,contacter,indetermine,moyen,Germany – Business development consultancy services – 81322021-Strategic Environmental and Social Assessment (SESA) of the oil and gas sector to be carried out in the DRC,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"COD, COD",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en évaluation environnementale et sociale spécialisé en secteur extractif, consortium d'experts en gouvernance environnementale avec expérience Afrique centrale, cabinet de conseil en développement durable avec expertise REDD+ et industries extractives","La mission déploie 2 experts internationaux pendant 12 mois en RDC, avec des déplacements dans plusieurs provinces affectées par le secteur extractif pétrolier et gazier, zones souvent instables et éloignées. Le profil multi-sites en RDC justifie un besoin réel d'escorte et de véhicules sécurisés, mais le marché est piloté par la GIZ qui gère souvent la sécurité via ses propres protocoles, ce qui limite l'accessibilité directe pour un prestataire externe.",0.72,claude-sonnet-4-6,True,False,False,False,458340-2026,https://ted.europa.eu/en/notice/458340-2026/html,,2026-07-03+02:00,nouveau,inconnu,2026-07-03
2026-07-03,5.0,6.4,3.5,surveiller,indetermine,moyen,"Moldova – Consultative engineering and construction services – Consulting Services for Supervision of rehabilitation works under Rehabilitation of M5 Border with Ukraine - Criva - Balti - Chisinau - Tiraspol- Border with Ukraine Road, km 103+750 - km 133+000",S.A. “Administratia Nationala a Drumurilor” (National Roads Administration),"MDA, MDA",MDA,etat_administration_locale,chantier,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en ingénierie routière ou infrastructure de transport, à dimension internationale, consortium d'ingénierie européen ou régional spécialisé en supervision FIDIC, cabinet de conseil technique en génie civil avec expérience en Europe de l'Est","La mission implique 36 mois de supervision physique sur un tronçon routier longeant la frontière ukrainienne et passant par Tiraspol, zone à tension géopolitique active, avec des experts internationaux se déplaçant régulièrement sur le chantier entre plusieurs points kilométriques. Ce profil justifie un besoin réel de véhicule sécurisé et potentiellement d'escorte pour les déplacements terrain, notamment sur les segments proches de la frontière ukrainienne et de la zone transnistrienne. L'acheteur est une administration locale moldave, ce qui rend l'accès commercial indirect via le titulaire consultant plutôt que via l'acheteur lui-même.",0.72,claude-sonnet-4-6,True,True,False,False,457595-2026,https://ted.europa.eu/en/notice/457595-2026/html,,2026-07-03+02:00,nouveau,inconnu,2026-07-03
2026-07-03,4.7,3.9,5.5,surveiller,indetermine,moyen,Denmark – Geophysical consultancy services – Provision of an airborne geophysical survey of the Rift Valley Basin in Ethiopia,Aarhus Universitet,"ETH, ETH",DNK,bailleur_donateur,multi_sites,technicien,courte_ponctuelle,moyenne,False,"bureau d'études spécialisé en géophysique aéroportée avec capacité hélicoptère, consortium international de géophysique appliquée à l'hydrogéologie, opérateur de levés aériens géophysiques avec équipement TEM embarqué","La mission implique le déploiement d'une équipe technique étrangère spécialisée sur plusieurs lignes de vol dans le Rift Valley Basin éthiopien, zone géographiquement étendue et partiellement isolée, avec des opérations héliportées hors des grands centres urbains. Ce profil justifie un besoin réel de sécurisation des déplacements terrain et potentiellement d'escorte ou de véhicule sécurisé pour les phases logistiques au sol, même si la durée de la campagne reste limitée dans le temps.",0.65,claude-sonnet-4-6,True,False,False,False,457845-2026,https://ted.europa.eu/en/notice/457845-2026/html,,2026-07-03+02:00,nouveau,inconnu,2026-07-03
2026-07-03,2.8,3.6,2.0,ignorer,indetermine,faible,Montenegro – Construction supervision services – Preparation of the Main Design and Supervision on construction of an elementary school in Karabuško polje,"Ministry of Education, Science and Innovation","ME000, MNE, ME000, MNE",MNE,etat_administration_locale,chantier,technicien,longue_ou_residente,difficile,False,"bureau d'études en architecture et ingénierie civile, consortium d'ingénierie européen avec expérience en construction scolaire, cabinet de supervision de travaux avec expertise en gestion de chantier","Bien que le déploiement soit réel et la durée longue (supervision de chantier), le profil reste celui d'une équipe technique basée sur un chantier scolaire en zone urbaine (Karabuško polje, Monténégro) sans exposition à risque sécuritaire notable. Aucune mention de zone à risque, de mobilité multi-sites, ou de contexte justifiant escorte, CPO ou véhicule blindé. Le besoin est purement technique, pas opérationnel.",0.85,claude-haiku-4-5-20251001,False,False,False,False,459478-2026,https://ted.europa.eu/en/notice/459478-2026/html,,2026-07-03+02:00,nouveau,inconnu,2026-07-03
2026-07-06,4.5,3.5,5.5,surveiller,indetermine,faible,Denmark – Geophysical consultancy services – Provision of an airborne geophysical survey of the southern Nairobi aqifer system (NAS) Kenya,De Nationale Geologiske Undersøgelser for Danmark og Grønland,"KEN, KEN",DNK,bailleur_donateur,multi_sites,technicien,courte_ponctuelle,moyenne,False,"bureau d'études géophysiques spécialisé en levés aéroportés, consortium d'ingénierie hydrogéologique avec capacité de déploiement d'équipements aériens, opérateur de levés géophysiques aéroportés avec expérience Afrique de l'Est","La mission implique un déploiement physique d'une équipe technique étrangère (opérateurs d'instruments géophysiques aéroportés) sur plusieurs zones autour de Nairobi, avec des déplacements multi-sites probables, mais la nature aéroportée et la durée courte de la campagne limitent fortement l'exposition terrain ; le profil de risque à Nairobi et ses environs reste modéré, et le besoin en escorte ou protection rapprochée est peu probable pour ce type de mission technique courte en zone périurbaine kényane.",0.55,claude-sonnet-4-6,True,False,False,False,461121-2026,https://ted.europa.eu/en/notice/461121-2026/html,,2026-07-06+02:00,nouveau,inconnu,2026-07-06
2026-07-06,2.4,2.8,2.0,ignorer,court_terme,faible,Luxembourg – Technical assistance services – Preparatory studies for vaccines production capacity increase project in Egypt,European Investment Bank,"LU000, LUX, EGY",LUX,institution_ue_onu,capitale,expert_international,courte_ponctuelle,difficile,False,"cabinet de conseil en ingénierie pharmaceutique ou biotech, bureau d'études spécialisé en production vaccinale, consortium d'experts internationaux en santé publique et manufacturing","Mission de courte durée (étude de faisabilité) basée principalement en capitale (Sixth of October City, zone urbaine sécurisée près du Caire). Déplacements limités à un site industriel connu et à des bureaux. Profil d'expert international en visite de travail, sans mobilité terrain multi-sites ni accès à zones isolées. Aucune mention de risque sécurité spécifique justifiant escorte, CPO ou véhicule blindé. Marché institutionnel (EIB) avec processus d'appel d'offres verrouillé et prestataires de sécurité probablement gérés en interne ou via dispositif existant.",0.75,claude-haiku-4-5-20251001,False,False,False,False,464153-2026,https://ted.europa.eu/en/notice/464153-2026/html,2026-08-13T23:59:59+02:00,2026-07-06+02:00,nouveau,inconnu,2026-07-06
2026-07-07,3.8,4.6,3.0,ignorer,indetermine,faible,Türkiye – Wastewater treatment plant construction work – Construction of Tekebaşı Wastewater Treatment Plant,Hatay Metropolitan Municipality,"TR631, TUR, TR631, TUR",TUR,etat_administration_locale,chantier,technicien,longue_ou_residente,difficile,False,"Consortium d'ingénierie et construction spécialisé en traitement des eaux usées, Entreprise de génie civil turque avec appui technique international, Bureau d'études en infrastructure hydraulique et environnementale","Bien que le chantier implique une présence longue et régulière sur site, il s'agit d'une infrastructure civile standard en Turquie (zone urbaine, Hatay métropole), sans indicateurs de risque sécuritaire élevé justifiant escorte, CPO ou véhicule blindé. L'acheteur est une administration locale turque, généralement peu encline à externaliser la sécurité vers des prestataires privés étrangers. Aucune mention de contexte de tension, zone frontalière active ou risque spécifique.",0.75,claude-haiku-4-5-20251001,False,False,False,False,465146-2026,https://ted.europa.eu/en/notice/465146-2026/html,,2026-07-07+02:00,nouveau,inconnu,2026-07-07
2026-07-07,1.6,1.3,2.0,ignorer,court_terme,faible,North Macedonia – Electricity – Electric energy,Railways of Repablik of North Macedonia Transport JSC Skopje,"MK008, MKD, MK008, MKD",MKD,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur d'électricité ou d'équipements électriques, opérateur de réseau électrique régional","Marché de fourniture d'énergie électrique auprès d'une administration locale de transport ferroviaire. Aucune indication de déploiement de personnel étranger, de mobilité terrain, ou d'activité opérationnelle exposée. Besoin de sûreté opérationnelle inexistant.",0.95,claude-haiku-4-5-20251001,False,False,False,False,465163-2026,https://ted.europa.eu/en/notice/465163-2026/html,2026-07-28T15:30:00+02:00,2026-07-07+02:00,nouveau,inconnu,2026-07-07
2026-07-09,6.8,6.5,7.0,contacter,court_terme,fort,Germany – Foreign economic-aid-related services – 10000203_II - Consultancy on Drainage Water Reuse,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"IRQ, IRQ",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études spécialisé en gestion des ressources en eau et irrigation, consortium d'ingénierie hydraulique et environnementale européen, consultant international en politique de l'eau et renforcement institutionnel","La mission implique des experts internationaux se déplaçant régulièrement entre plusieurs provinces irakiennes (Babylon, Diwaniyah, Muthanna) sur une durée de plus d'un an dans un contexte sécuritaire instable en Irak, créant un besoin concret d'escorte, de véhicules sécurisés et potentiellement de protection rapprochée pour les consultants déployés sur le terrain. La GIZ est un client habituel de prestataires de sûreté opérationnelle pour ses missions en zones à risque, et aucune prestation de sécurité intégrée n'est mentionnée dans l'avis.",0.78,claude-sonnet-4-6,True,False,False,False,473522-2026,https://ted.europa.eu/en/notice/473522-2026/html,2026-08-03T23:59:59+02:00,2026-07-09+02:00,nouveau,inconnu,2026-07-09
2026-07-09,6.2,5.5,7.0,contacter,court_terme,moyen,Germany – Energy and related services – 10016508-Appui à la transition énergétique au Sénégal (PED III),Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"SEN, SEN",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études spécialisé en transition énergétique et énergies renouvelables, consortium d'assistance technique en politiques énergétiques pour pays en développement, consultant senior en efficacité énergétique avec expérience Afrique de l'Ouest, opérateur de coopération technique européen ou allemand spécialisé énergie","La mission implique des experts internationaux déployés au Sénégal sur près de trois ans, avec des déplacements probables vers des autorités décentralisées et des zones d'électrification rurale hors capitale, créant un besoin réel de chauffeur sécurité et de gestion sécurisée des déplacements terrain. Le Sénégal reste un pays à risque modéré mais en évolution, et la nature multi-sites de la mission (ASER, collectivités décentralisées, secteur privé) justifie un accompagnement opérationnel ponctuel ou récurrent, même si le marché GIZ peut être partiellement verrouillé par des prestataires déjà référencés.",0.65,claude-sonnet-4-6,True,False,False,False,473865-2026,https://ted.europa.eu/en/notice/473865-2026/html,2026-07-30T23:59:59+02:00,2026-07-09+02:00,nouveau,inconnu,2026-07-09
2026-07-09,6.2,5.5,7.0,contacter,indetermine,moyen,Germany – Foreign economic-aid-related services – 81314302-Employment promotion for women for the green transformation in Africa (WE4D),Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"TZA, TZA",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études spécialisé en développement économique et formation professionnelle, consortium d'ONG internationales avec expertise genre et emploi, opérateur de formation technique avec présence en Afrique de l'Est, cabinet de conseil en développement avec expertise tourisme durable","Le projet implique des déplacements réguliers d'experts internationaux dans les zones côtières rurales et semi-rurales du Kenya et de Tanzanie, incluant des zones à accès difficile, ce qui peut justifier un accompagnement sécurisé (chauffeur sécurité, véhicule adapté, briefings terrain). Le niveau de risque reste modéré mais la mobilité multi-sites sur deux pays crée un besoin opérationnel réel, notamment pour les missions de terrain hors des capitales.",0.62,claude-sonnet-4-6,True,False,False,False,475775-2026,https://ted.europa.eu/en/notice/475775-2026/html,,2026-07-09+02:00,nouveau,inconnu,2026-07-09
2026-07-09,1.6,1.3,2.0,ignorer,court_terme,faible,North Macedonia – Electricity – 12036/2026,JZU Opsta Bolnica Ohrid,"MK003, MKD, MK003, MKD",MKD,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur d'équipements électriques, entreprise de distribution ou de fourniture d'électricité","Marché de fourniture d'électricité (CPV 09310000) pour un hôpital public macédonien. Aucun indice de déploiement de personnel étranger, de mobilité terrain, ou d'activité opérationnelle sur le terrain. Besoin de sûreté opérationnelle inexistant.",0.95,claude-haiku-4-5-20251001,False,False,False,False,468862-2026,https://ted.europa.eu/en/notice/468862-2026/html,2026-08-02T15:30:00+02:00,2026-07-08+02:00,nouveau,inconnu,2026-07-09
2026-07-13,0.0,0.0,0.0,ignorer,indetermine,,"Moldova – Consultative engineering and construction services – Consulting Services for Supervision of rehabilitation works under Rehabilitation of M5 Border with Ukraine - Criva - Balti - Chisinau - Tiraspol- Border with Ukraine Road, km 103+750 - km 133+000",S.A. “Administratia Nationala a Drumurilor” (National Roads Administration),"MDA, MDA",MDA,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,480212-2026,https://ted.europa.eu/en/notice/480212-2026/html,,2026-07-13+02:00,nouveau,inconnu,2026-07-13
2026-07-13,0.0,0.0,0.0,ignorer,indetermine,,North Macedonia – Electricity – Elektricna energija,JKP Vodovod - Bitola,"MK005, MKD, MK005, MKD",MKD,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,477016-2026,https://ted.europa.eu/en/notice/477016-2026/html,,2026-07-10+02:00,nouveau,inconnu,2026-07-13
2026-07-13,0.0,0.0,0.0,ignorer,immediate,,North Macedonia – Electricity – Electricity Agreement for the public procurement of electricity on the electricity market from a licensed supplier,Punishment correctional facility-KPU Prison Stip,"MK002, MKD, MK002, MKD",MKD,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,477168-2026,https://ted.europa.eu/en/notice/477168-2026/html,2026-07-28T15:30:00+03:00,2026-07-10+02:00,nouveau,inconnu,2026-07-13
2026-07-13,0.0,0.0,0.0,ignorer,indetermine,,Germany – Foreign economic-aid-related services – 81314023-Technical advisory services on the development of the National Health Insurance scheme in Nepal,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"NPL, NPL",DEU,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,480717-2026,https://ted.europa.eu/en/notice/480717-2026/html,,2026-07-13+02:00,nouveau,inconnu,2026-07-13
2026-07-13,0.0,0.0,0.0,ignorer,indetermine,,Georgia – Telecommunication consultancy services – Engineer Consultancy Services for Civil Works Phase 4 of Fiber Optic infrastructure rollout,N(N)LE Open Net,"GEO, GEO",GEO,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,481244-2026,https://ted.europa.eu/en/notice/481244-2026/html,,2026-07-13+02:00,nouveau,inconnu,2026-07-13
2026-07-16,0.0,0.0,0.0,ignorer,indetermine,,Montenegro – Construction supervision services – Preparation of the Main Design and Supervision on construction of an elementary school in Karabuško polje,"Ministry of Education, Science and Innovation","ME000, MNE, ME000, MNE",MNE,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,488912-2026,https://ted.europa.eu/en/notice/488912-2026/html,,2026-07-15+02:00,nouveau,inconnu,2026-07-16
2026-07-16,0.0,0.0,0.0,ignorer,indetermine,,"France – Technical assistance services – Assistance technique pour le suivi, la coordination et la mise en oeuvre du programme d'appui à la politique nationale de l'eau au Maroc.",Agence Française de Développement,"MAR, MAR",FRA,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,484656-2026,https://ted.europa.eu/en/notice/484656-2026/html,,2026-07-14+02:00,nouveau,inconnu,2026-07-16
2026-07-16,0.0,0.0,0.0,ignorer,immediate,,"North Macedonia – Consultative engineering and construction services – Consultancy Services in Electrical Engineering, Energy, Information Technology, and Mechanical Engineering",JSC POWER PLANTS OF NORTH MACEDONIA ­ BRANCH OFFICE REK BITOLA,"MK005, MKD, MK005, MK005, MKD, MKD",MKD,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,485946-2026,https://ted.europa.eu/en/notice/485946-2026/html,2026-07-27T15:30:00+02:00,2026-07-14+02:00,nouveau,inconnu,2026-07-16
2026-07-16,0.0,0.0,0.0,ignorer,indetermine,,"North Macedonia – Construction-site supervision services – Supervision of repair and rehabilitation of express, main and regional roads",Public Entreprise for State Roads - Skopje,"MK008, MKD, MK008, MKD",MKD,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,486719-2026,https://ted.europa.eu/en/notice/486719-2026/html,,2026-07-14+02:00,nouveau,inconnu,2026-07-16
2026-07-16,0.0,0.0,0.0,ignorer,indetermine,,"France – Environmental engineering consultancy services – Provision of Specialized On-Demand Technical Assistance Services in Sustainable Finance, Blended Finance and Financial Architecture for the AMABIO Programme or Fourniture d'assistance technique spécialisée à la demande en finance durable, fin",EXPERTISE FRANCE,"BRA, BRA",FRA,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,486794-2026,https://ted.europa.eu/en/notice/486794-2026/html,,2026-07-14+02:00,nouveau,inconnu,2026-07-16
2026-07-16,0.0,0.0,0.0,ignorer,court_terme,,"Uganda – Radio, television, communication, telecommunication and related equipment – Supply and installation of a Digital Radio Communication System and supporting infrastructure for Kidepo Valley National Park.",UGANDA CONSERVATION FOUNDATION (UCF),"UGA, UGA",UGA,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,487459-2026,https://ted.europa.eu/en/notice/487459-2026/html,2026-08-11T17:00:00+03:00,2026-07-15+02:00,nouveau,inconnu,2026-07-16
2026-07-16,0.0,0.0,0.0,ignorer,indetermine,,"North Macedonia – Architectural, construction, engineering and inspection services – Procurement of design services and urban plans",Municipality of Vrapciste,"MK006, MKD, MK006, MKD",MKD,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,491532-2026,https://ted.europa.eu/en/notice/491532-2026/html,2026-07-15T15:30:00+02:00,2026-07-16+02:00,nouveau,inconnu,2026-07-16
2026-07-16,0.0,0.0,0.0,ignorer,indetermine,,"Montenegro – Construction supervision services – Provision of design and supervision services for the reconstruction works of kindergarten in Zabjelo, Podgorica, Kotor and Momisici, Podgorica.","Ministry of Education, Science and Innovation","ME000, MNE, ME000, ME000, ME000, MNE, MNE, MNE",MNE,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,491754-2026,https://ted.europa.eu/en/notice/491754-2026/html,,2026-07-16+02:00,nouveau,inconnu,2026-07-16
2026-07-16,0.0,0.0,0.0,ignorer,indetermine,,"Germany – Foreign economic-aid-related services – 81322781-Integrated, inclusive and climate-smart spatial planning in Lüderitz, Aus and ||Kharas",Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"NAM, NAM",DEU,,,,,,,,,,claude-haiku-4-5-20251001,False,False,False,False,492398-2026,https://ted.europa.eu/en/notice/492398-2026/html,,2026-07-16+02:00,nouveau,inconnu,2026-07-16
2026-07-17,5.9,5.5,7.0,surveiller,indetermine,faible,"Germany – Foreign economic-aid-related services – Auftragsänderung 1: 81316543-PM&E, fortalecimiento del sector educativo y desarrollo organizacional para PreViMujer III en Ecuador",Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"ECU, ECU",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études spécialisé en développement social et genre, ONG internationale avec expertise en prévention des violences faites aux femmes, consortium d'assistance technique en gouvernance et politiques publiques","Le projet implique des déplacements entre la capitale et deux provinces équatoriennes pour des experts internationaux en assistance technique, mais l'Équateur présente un niveau de risque sécuritaire modéré et le profil de mission (formation, renforcement de capacités institutionnelles, travail avec des acteurs publics et civils) ne génère pas de besoin opérationnel de sûreté significatif tel qu'une escorte armée ou une protection rapprochée. Aucune mention de sécurité existante ni de zone à risque élevé ne renforce l'opportunité pour Amarante.",0.72,claude-sonnet-4-6,True,False,False,False,494282-2026,https://ted.europa.eu/en/notice/494282-2026/html,,2026-07-17+02:00,nouveau,inconnu,2026-07-17
2026-07-20,6.2,5.5,7.0,contacter,court_terme,moyen,Germany – Technical assistance services – 10019362-Appui à l'adaptation de la chaîne d'approvisionnement de cacao en Côte d'Ivoire aux défis de durabilité,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"CIV, CIV",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études spécialisé en développement agricole et filières tropicales, consortium d'assistance technique en développement rural et durabilité, ONG internationale spécialisée en agroforesterie et chaînes de valeur cacao, cabinet de conseil en développement durable avec expertise Afrique de l'Ouest","La mission implique des déplacements réguliers vers des zones rurales et forestières autour de la réserve de Bossématié, auprès de 8 000 exploitations et 12 coopératives dispersées, sur une durée longue (phase pluriannuelle). Des experts internationaux seront déployés hors capitale dans des zones agricoles éloignées, justifiant un besoin potentiel de véhicules sécurisés et d'accompagnement terrain. L'absence de mention d'un dispositif de sécurité existant laisse le marché ouvert, mais la Côte d'Ivoire présente un niveau de risque modéré qui ne génère pas systématiquement une demande forte de protection rapprochée.",0.62,claude-sonnet-4-6,True,False,False,False,497798-2026,https://ted.europa.eu/en/notice/497798-2026/html,2026-08-10T23:59:59+02:00,2026-07-20+02:00,nouveau,inconnu,2026-07-20
2026-07-20,6.2,5.3,7.0,contacter,indetermine,moyen,France – Climatology services – RELAUNCH OF THE OPEN TENDER FOR INTERNATIONAL CLIMATE ADVISORY SERVICES IN PAPUA NEW GUINEA,EXPERTISE FRANCE,"FR101, FRA, FR101, PNG",FRA,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études spécialisé en climatologie ou sciences de l'environnement, consortium d'experts internationaux en conseil climatique, ONG ou think tank spécialisé en adaptation climatique dans le Pacifique","La mission implique le déploiement d'experts internationaux en Papouasie-Nouvelle-Guinée, pays présentant des risques sécuritaires réels (criminalité, tensions tribales, zones rurales difficiles d'accès), sur une durée probablement longue. Des prestations d'escorte, de chauffeur sécurité et de sécurisation de déplacements multi-sites pourraient être pertinentes pour les consultants déployés, mais l'absence de détail sur la mobilité terrain et la nature advisory de la mission limitent la certitude du besoin opérationnel.",0.52,claude-sonnet-4-6,True,False,False,False,501152-2026,https://ted.europa.eu/en/notice/501152-2026/html,,2026-07-20+02:00,nouveau,inconnu,2026-07-20
