date_maj,score_final,score_surete,score_commercial,action_recommandee,fenetre_action,niveau_opportunite_amarante,titre,acheteur,pays_execution,pays_acheteur,type_client,type_mobilite,profil_personnes_exposees,duree_estimee,accessibilite_commerciale,securite_existante_detectee,profils_acteurs_probables,cible_commerciale_reelle,justification,confiance,modele,raffine,divergence,type_notice,phase,secteur,client,publication_number,lien_avis,deadline,date_publication,statut_suivi,date_detection
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,Serbia Voz Regional Depots,Serbia VOZ,SRB,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"entreprise de construction ou rénovation de dépôts ferroviaires, fournisseur d'équipements ou d'infrastructure de transport ferroviaire, consortium d'ingénierie spécialisé en infrastructure de transport",Client maitre d'ouvrage : Serbia VOZ. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Marché portant sur des dépôts régionaux d'une administration ferroviaire serbe (Serbia VOZ). Aucun indice de déploiement de personnel étranger mobile ou exposé à des risques sûreté. Profil typique de travaux d'infrastructure ou de fourniture d'équipements statiques, sans besoin d'escorte, protection rapprochée ou sécurisation de déplacements terrain.",0.85,claude-haiku-4-5-20251001,False,False,Appel d'offres,tender,Transport,Serbia VOZ,53488-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,Bishkek District Heating Networks (BTS),Bishkekteploset (BTS),KGZ,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur de tuyauterie et équipements de chauffage urbain, entreprise de génie thermique spécialisée en réseaux de chaleur, constructeur d'infrastructure de distribution thermique",Client maitre d'ouvrage : Bishkekteploset (BTS). Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Marché d'infrastructure urbaine (réseaux de chauffage urbain à Bichkek) géré par une administration locale kirghize. Aucun indice de déploiement de personnel international, de mobilité terrain, ou de besoin de protection rapprochée. Profil purement technique et logistique, sans exposition sûreté justifiant une prestation opérationnelle.",0.95,claude-haiku-4-5-20251001,False,False,Appel d'offres,tender,Infra Eurasia,Bishkekteploset (BTS),55936-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,GrCF2 W2 - Osh Electric Public Transport,Osh City Municipal Autotransport Company,KGZ,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"constructeur ou fournisseur de matériel de transport électrique, intégrateur de systèmes de transport urbain, opérateur de transport public avec appui technique",Client maitre d'ouvrage : Osh City Municipal Autotransport Company. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Marché de fourniture et déploiement d'infrastructure de transport électrique urbain à Och (Kirghizistan), géré par une administration municipale locale. Aucun indice de déploiement de personnel expatrié, de mobilité terrain exposée, ou de besoin de protection rapprochée ou d'escorte. Profil purement technique et logistique, sans composante sûreté opérationnelle.",0.92,claude-haiku-4-5-20251001,False,False,Appel d'offres,tender,Infra Eurasia,Osh City Municipal Autotransport Company,53522-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,Serbia Air Quality Improvement  Project,Ministry of Environmental Protection of Serbia,SRB,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"bureau d'études environnemental, consultant en qualité de l'air, opérateur de monitoring atmosphérique, entreprise de traitement des émissions",Client maitre d'ouvrage : Ministry of Environmental Protection of Serbia. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Marché d'amélioration de la qualité de l'air en Serbie, acheteur local (ministère national). Aucun indice de déploiement physique régulier de personnel étranger en terrain à risque. Profil typique d'étude, monitoring ou fourniture d'équipements environnementaux, sans mobilité terrain exposée ni besoin d'escorte ou protection rapprochée.",0.85,claude-haiku-4-5-20251001,False,False,Appel d'offres,tender,Municipal and Environmental Infrastructure,Ministry of Environmental Protection of Serbia,55263-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,GrCF2 W2 - Osh Electric Public Transport,Osh City Municipal Autotransport Company,KGZ,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"constructeur ou fournisseur de matériel de transport électrique, intégrateur de systèmes de transport urbain, opérateur de transport public avec appui technique",Client maitre d'ouvrage : Osh City Municipal Autotransport Company. Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"Avis de marché pour électrification du transport public urbain à Och (Kirghizistan), porté par une administration locale de transport. Aucun indice de déploiement de personnel étranger, de mobilité terrain, ou de besoin de protection rapprochée. Marché centré sur fourniture d'équipements et infrastructure urbaine, non sur assistance technique mobile ou opérations en zone à risque.",0.95,claude-haiku-4-5-20251001,False,False,Avis general de passation,amont,Infra Eurasia,Osh City Municipal Autotransport Company,53522-avis general-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,Bishkek District Heating Networks (BTS),Bishkekteploset (BTS),KGZ,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseurs de tuyauterie et équipements de chauffage urbain, entreprises de génie thermique et climatique, opérateurs d'infrastructure énergétique régionaux",Client maitre d'ouvrage : Bishkekteploset (BTS). Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"Bishbekteplosset est une administration locale kirghize gestionnaire de réseaux de chauffage urbain. L'avis concerne probablement l'approvisionnement ou la maintenance d'infrastructures fixes (tuyauterie, équipements thermiques) en capitale. Aucun déploiement de personnel étranger mobile, aucun besoin d'escorte, protection rapprochée ou sécurisation de déplacements terrain n'est identifiable.",0.92,claude-haiku-4-5-20251001,False,False,Avis general de passation,amont,Infra Eurasia,Bishkekteploset (BTS),55936-avis general-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,GrCF2: Skopje Bus Rapid Transit Project,North Macedonia,MKD,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"constructeur ou fournisseur de bus et systèmes de transport rapide, bureau d'études en infrastructure de transport urbain, consortium d'ingénierie spécialisé en mobilité urbaine",Client maitre d'ouvrage : North Macedonia. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Marché d'infrastructure urbaine (Bus Rapid Transit à Skopje) porté par une administration locale macédonienne. Aucun indice de déploiement de personnel étranger en terrain, de mobilité multi-sites ou de risque sécurité justifiant une escorte, protection rapprochée ou sécurisation de déplacements. Besoin typiquement centré sur fourniture d'équipements et travaux de génie civil, pas sur accompagnement sûreté opérationnel.",0.92,claude-haiku-4-5-20251001,False,False,Appel d'offres,tender,Municipal and Environmental Infrastructure,North Macedonia,51752-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,Bishkek District Heating (BTE),Bishkekteploenergo,KGZ,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseurs d'équipements de chauffage urbain, entreprises de génie thermique et énergétique, opérateurs de réseaux de chaleur",Client maitre d'ouvrage : Bishkekteploenergo. Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,Bishkekteploenergo est une administration locale kirghize gestionnaire d'infrastructure de chauffage urbain. L'avis général de passation concerne probablement l'approvisionnement en équipements ou services de maintenance pour le réseau de distribution de chaleur à Bichkek. Aucun déploiement de personnel étranger sur le terrain n'est indiqué ou probable ; il s'agit d'une gestion d'infrastructure urbaine sédentaire sans mobilité terrain ni exposition à risque justifiant une prestation opérationnelle de sûreté.,0.85,claude-haiku-4-5-20251001,False,False,Avis general de passation,amont,Infra Eurasia,Bishkekteploenergo,56980-avis general-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,EPBiH Gracanica Solar Power Plant,EPBIH,BIH,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur d'équipements photovoltaïques, constructeur de centrale solaire, consortium d'ingénierie énergétique",Client maitre d'ouvrage : EPBIH. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Avis de marché pour une centrale solaire (Gracanica) émis par EPBiH, opérateur public d'énergie bosniaque. Aucune indication de déploiement de personnel international, de mobilité terrain, ou d'assistance technique résidente. Profil compatible avec fourniture d'équipements ou construction, sans besoin apparent d'escorte, protection rapprochée ou sécurisation de déplacements opérationnels.",0.85,claude-haiku-4-5-20251001,False,False,Appel d'offres,tender,Power and Energy,EPBIH,53198-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,MEPSO Transmission Grid Strengthening,MEPSO,MKD,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur d'équipements électriques haute tension, constructeur de postes de transformation, intégrateur de systèmes de transmission électrique",Client maitre d'ouvrage : MEPSO. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"MEPSO est l'opérateur national macédonien du réseau de transmission électrique. Le titre évoque un renforcement du réseau de transmission, typiquement un marché de fourniture d'équipements électriques et de travaux d'infrastructure. Aucun indice de déploiement de personnel international mobile, d'assistance technique résidente, ou de présence terrain exposée. Le besoin est celui d'un fournisseur d'équipements ou d'un constructeur, pas d'un prestataire de sûreté opérationnelle.",0.85,claude-haiku-4-5-20251001,False,False,Liste restreinte,tender,Energy EMEA,MEPSO,54625-liste restre-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,Energy Efficiency Refurbishment of Zenica Hospital,Zenica Cantonal Hospital,BIH,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"entreprise de génie climatique et efficacité énergétique, bureau d'études en rénovation énergétique, fournisseur d'équipements de chauffage et isolation thermique",Client maitre d'ouvrage : Zenica Cantonal Hospital. Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"Marché de rénovation énergétique d'un hôpital cantonal : travaux statiques sur un site unique, sans déploiement de personnel international mobile, sans exposition à des zones à risque. Aucun indice de présence terrain prolongée ou multi-sites justifiant une escorte, protection rapprochée ou sécurisation de déplacements.",0.95,claude-haiku-4-5-20251001,False,False,Avis general de passation,amont,Energy Efficiency and Climate Change,Zenica Cantonal Hospital,49431-avis general-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,Energy Efficiency Refurbishment of Zenica Hospital,Zenica Cantonal Hospital,BIH,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"entreprise de génie climatique et efficacité énergétique, bureau d'études en rénovation énergétique, fournisseur d'équipements de chauffage et isolation thermique",Client maitre d'ouvrage : Zenica Cantonal Hospital. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Marché de rénovation énergétique d'un hôpital cantonal : travaux statiques sur un site fixe (bâtiment), aucune mobilité terrain, aucun déploiement de personnel expatrié ou mobile identifié. Besoin de sûreté opérationnelle inexistant ; acheteur local avec gestion interne de la sécurité du chantier.",0.95,claude-haiku-4-5-20251001,False,False,Appel d'offres,tender,Energy Efficiency and Climate Change,Zenica Cantonal Hospital,49431-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,0.7,0.4,1.0,ignorer,indetermine,faible,MEPSO Transmission Grid Strengthening,MEPSO,MKD,,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur d'équipements électriques haute tension, constructeur de postes de transformation, intégrateur de systèmes de transmission électrique",Client maitre d'ouvrage : MEPSO. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"MEPSO est l'opérateur national de transmission électrique macédonien. Le marché porte sur le renforcement du réseau de transmission (fourniture et installation d'équipements électriques), activité typiquement gérée par des fournisseurs industriels et des équipes techniques locales ou régionales basées en capitale ou sur des sites fixes. Aucun indice de déploiement de personnel expatrié mobile, d'assistance technique résidente, ou de présence terrain exposée justifiant une escorte, une protection rapprochée ou un véhicule sécurisé.",0.85,claude-haiku-4-5-20251001,False,False,Appel d'offres,tender,Energy EMEA,MEPSO,54625-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,5.1,3.8,6.5,surveiller,indetermine,faible,Adjara Solid Waste Phase II,Adjara Waste Management Company Ltd.,GEO,,entreprise_privee,chantier,technicien,longue_ou_residente,moyenne,False,"bureau d'études en ingénierie environnementale ou gestion des déchets, consortium d'ingénierie civil-environnemental avec expertise en infrastructure municipale, opérateur spécialisé en gestion de déchets solides avec encadrement technique étranger",Client maitre d'ouvrage : Adjara Waste Management Company Ltd.. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Le projet porte sur une infrastructure de gestion des déchets solides en Adjarie (Géorgie), région relativement stable et accessible. Bien qu'un déploiement terrain de techniciens étrangers soit probable sur un chantier de phase II, le niveau de risque sécuritaire en Géorgie hors zones de tension (Abkhazie, Ossétie du Sud) reste faible, rendant un besoin opérationnel d'escorte ou de protection rapprochée peu probable pour ce type de mission.",0.45,claude-sonnet-4-6,True,False,Avis,tender,Municipal and Environmental Infrastructure,Adjara Waste Management Company Ltd.,52887-avis-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.8,4.2,3.5,ignorer,indetermine,faible,EGYPT - Fayoum Wastewater Expansion Programme - Tranche B - PIS,Holding Company For Water And Wastewater (HCWW),EGY,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie en génie civil et hydraulique avec composante internationale, bureau d'études spécialisé en infrastructures eau et assainissement, entreprise de travaux publics avec encadrement technique étranger et main d'oeuvre locale",Client maitre d'ouvrage : Holding Company For Water And Wastewater (HCWW). Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Le projet porte sur un programme d'expansion des eaux usées dans le gouvernorat de Fayoum, en Égypte, avec une présence probable de techniciens et ingénieurs étrangers sur chantier. Toutefois, Fayoum est une zone périurbaine relativement stable au sud du Caire, et l'acheteur est une administration publique égyptienne ; le niveau de risque sécuritaire résiduel et la nature institutionnelle du marché rendent un besoin opérationnel de sûreté peu probable et l'accessibilité commerciale pour Amarante limitée.",0.45,claude-sonnet-4-6,True,False,Appel d'offres,tender,Infra TMEA,Holding Company For Water And Wastewater (HCWW),N/A-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.8,4.2,3.5,ignorer,indetermine,faible,NEPCO Northern Green Substation,National Electric Power Company (NEPCO),JOR,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie électrique ou énergétique international, bureau d'études spécialisé en infrastructures haute tension, entreprise de construction de postes électriques avec encadrement technique étranger",Client maitre d'ouvrage : National Electric Power Company (NEPCO). Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"La construction d'un poste électrique en Jordanie implique probablement la présence de techniciens et ingénieurs étrangers sur un chantier hors zone urbaine, avec des déplacements réguliers depuis Amman vers le site nord, ce qui peut justifier un besoin de chauffeur sécurité ou d'escorte véhicule. Toutefois, la Jordanie est un pays relativement stable avec un niveau de risque modéré, l'acheteur est une administration locale jordanienne peu susceptible d'externaliser la sûreté via un prestataire français, et la description est trop lacunaire pour confirmer un besoin opérationnel réel.",0.3,claude-sonnet-4-6,True,False,Avis,tender,Energy Eurasia,National Electric Power Company (NEPCO),53334-avis-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.8,4.2,3.5,ignorer,indetermine,faible,CAIRO METRO LINE 1 MODERNISATION,National Authority for Tunnels,EGY,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie ferroviaire ou de transport urbain européen ou asiatique, bureau d'études spécialisé en infrastructure souterraine et systèmes de métro, groupement d'entreprises de génie civil avec sous-traitants techniques internationaux, fournisseur de systèmes de signalisation ou d'électromécanique ferroviaire avec équipes de déploiement expatriées",Client maitre d'ouvrage : National Authority for Tunnels. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Le projet de modernisation d'une ligne de métro au Caire implique probablement la présence de techniciens et ingénieurs étrangers sur des chantiers en milieu urbain égyptien sur une durée longue, ce qui peut générer un besoin de chauffeur sécurité ou de véhicule sécurisé pour les déplacements quotidiens. Toutefois, Le Caire est une capitale avec un niveau de risque modéré et des dispositifs de sécurité étatiques généralement présents sur les infrastructures critiques, ce qui réduit l'opportunité commerciale réelle pour Amarante.",0.35,claude-sonnet-4-6,True,False,Appel d'offres,tender,Municipal and Environmental Infrastructure,National Authority for Tunnels,48298-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.8,4.2,3.5,ignorer,indetermine,faible,NEPCO Northern Green Substation,National Electric Power Company (NEPCO),JOR,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie électrique ou énergétique international, bureau d'études spécialisé en infrastructures haute tension, entreprise de construction d'équipements électriques avec encadrement technique étranger, sous-traitant spécialisé en postes de transformation électrique",Client maitre d'ouvrage : National Electric Power Company (NEPCO). Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"La construction d'un poste électrique en Jordanie implique un déploiement de techniciens étrangers sur chantier sur une durée probablement longue, mais la Jordanie est un pays relativement stable avec un niveau de risque sécuritaire modéré. Le client est une administration locale (NEPCO), ce qui rend l'accès commercial indirect et dépendant du titulaire du marché de travaux. Le besoin opérationnel réel pour une escorte ou une protection rapprochée reste limité dans ce contexte, sauf déploiement en zone nord proche de la frontière syrienne, ce qui pourrait justifier un accompagnement sécurisé ponctuel.",0.45,claude-sonnet-4-6,True,False,Appel d'offres,tender,Energy Eurasia,National Electric Power Company (NEPCO),53334-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.8,4.2,3.5,ignorer,indetermine,faible,KESH Belshi Solar PV Project,KESH (Korporata Elelektroenergjitike Shqiptare),ALB,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie en énergie renouvelable avec composante internationale, bureau d'études spécialisé en projets photovoltaïques à grande échelle, entreprise EPC internationale spécialisée en infrastructures solaires",Client maitre d'ouvrage : KESH (Korporata Elelektroenergjitike Shqiptare). Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"L'Albanie est un pays à risque sécuritaire modéré et globalement stable, membre candidat à l'UE, ce qui rend un besoin d'escorte ou de protection rapprochée peu probable pour un chantier solaire à Belshi. Le profil de déploiement (techniciens internationaux sur chantier en zone rurale albanaise) ne génère pas de besoin opérationnel de sûreté suffisant pour justifier une prestation Amarante.",0.55,claude-sonnet-4-6,True,False,Appel d'offres,tender,Energy EMEA,KESH (Korporata Elelektroenergjitike Shqiptare),54350-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.8,4.2,3.5,ignorer,indetermine,faible,KESH Belshi Solar PV Project,KESH (Korporata Elelektroenergjitike Shqiptare),ALB,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie en énergie solaire avec composante internationale, bureau d'études spécialisé en projets photovoltaïques à grande échelle, entreprise EPC internationale déployant des techniciens étrangers sur chantier",Client maitre d'ouvrage : KESH (Korporata Elelektroenergjitike Shqiptare). Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"L'Albanie est un pays à risque sécuritaire modéré et membre candidat à l'UE, ce qui rend un besoin d'escorte ou de protection rapprochée peu probable pour un chantier solaire standard. Le profil de déploiement (techniciens sur chantier en zone rurale albanaise) ne génère pas de besoin opérationnel de sûreté suffisant pour justifier une prestation Amarante.",0.45,claude-sonnet-4-6,True,False,Avis general de passation,amont,Energy EMEA,KESH (Korporata Elelektroenergjitike Shqiptare),54350-avis general-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.8,4.2,3.5,ignorer,indetermine,moyen,North-South Road Corridor (Sisian-Kajaran Southern Section) Project,Road Department Fund of the Ministry of Territorial Administration and Infrastructure of Republic of Armenia,ARM,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie routière international spécialisé en infrastructures de transport, bureau d'études en génie civil avec expérience en corridors routiers montagneux, entreprise de construction d'infrastructures lourdes avec encadrement technique étranger",Client maitre d'ouvrage : Road Department Fund of the Ministry of Territorial Administration and Infrastructure of Republic of Armenia. Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"Le projet porte sur la section Sisian-Kajaran d'un corridor routier majeur en Arménie méridionale, zone proche de la frontière azerbaïdjanaise et du corridor de Latchin, dans un contexte géopolitique sensible post-2020. Des ingénieurs et superviseurs étrangers seront probablement déployés sur un chantier en zone montagneuse et isolée sur une durée longue, ce qui peut justifier un accompagnement sécurisé des déplacements terrain et une escorte sur les tronçons à risque. L'acheteur est une administration locale arménienne, ce qui rend l'accès commercial indirect, via les titulaires du marché de travaux ou de supervision.",0.55,claude-sonnet-4-6,True,False,Prequalification,amont,Transport,Road Department Fund of the Ministry of Territorial Administration and Infrastructure of Republic of Armenia,51293-prequalifica-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.7,5.5,2.0,ignorer,indetermine,faible,Regional Solid Waste Project,Ministry of Environment and Physical Planning (MoEPP),MKD,,etat_administration_locale,multi_sites,expert_international,longue_ou_residente,difficile,False,"bureau d'études en ingénierie environnementale ou gestion des déchets, consortium d'ingénierie européen spécialisé en infrastructures de traitement des déchets solides, assistant technique international en gestion de projet d'infrastructure publique",Client maitre d'ouvrage : Ministry of Environment and Physical Planning (MoEPP). Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"La Macédoine du Nord (MKD) est un pays candidat à l'UE présentant un niveau de risque sécuritaire faible à modéré, sans zone de conflit active. Un projet régional de gestion des déchets solides implique certes des déplacements multi-sites pour des experts internationaux, mais dans un environnement stable où le besoin d'escorte, de CPO ou de véhicule sécurisé est peu probable. L'acheteur est une administration locale, ce qui rend l'accessibilité commerciale pour Amarante structurellement difficile.",0.45,claude-sonnet-4-6,True,False,Liste restreinte,tender,Infra Europe,Ministry of Environment and Physical Planning (MoEPP),52828-liste restre-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.7,3.9,3.5,ignorer,indetermine,faible,Moldova Road Rehabilitation Project V,State Road Administration,MDA,,etat_administration_locale,multi_sites,technicien,longue_ou_residente,moyenne,False,"bureau d'études en ingénierie routière ou infrastructure de transport, consortium d'ingénierie civil européen ou international, entreprise de travaux publics avec encadrement technique étranger, consultant en supervision de chantier routier financé par bailleur international",Client maitre d'ouvrage : State Road Administration. Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"La Moldavie est un pays à risque modéré et globalement stable, sans conflit actif ni insécurité structurelle majeure. Un projet de réhabilitation routière implique des déplacements multi-sites sur chantier avec des techniciens étrangers, mais le profil de risque ne justifie généralement pas de prestation d'escorte ou de protection rapprochée ; l'acheteur est une administration locale sans budget sûreté apparent, ce qui limite l'accessibilité commerciale pour Amarante.",0.55,claude-sonnet-4-6,True,False,Avis general de passation,amont,Transport,State Road Administration,54423-avis general-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.7,3.9,3.5,ignorer,indetermine,moyen,Moldova Romania Power Interconnection Phase II,Moldoelectrica,MDA,,etat_administration_locale,multi_sites,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie électrique européen spécialisé en interconnexions haute tension, bureau d'études en génie électrique avec expérience en projets d'infrastructure énergétique transfrontaliers, opérateur technique international avec équipes de supervision terrain déployées sur tracé de ligne",Client maitre d'ouvrage : Moldoelectrica. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Un projet d'interconnexion électrique de grande envergure entre la Moldavie et la Roumanie implique typiquement des équipes techniques internationales déployées sur plusieurs sites le long du tracé, potentiellement en zones rurales ou semi-isolées, sur une durée longue. L'acheteur est l'opérateur national moldave Moldoelectrica, ce qui rend le marché accessible à des prestataires de sûreté externes, sans dispositif de sécurité intégré détecté. Un accompagnement en véhicule sécurisé et escorte multi-sites est plausible pour les experts étrangers supervisant les travaux terrain.",0.45,claude-sonnet-4-6,True,False,Appel d'offres,tender,Power and Energy,Moldoelectrica,54567-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.6,3.8,3.5,ignorer,indetermine,faible,Dushanbe Riverside West Avenue (GRCF2 W2 E2),Republic of Tajikistan,TJK,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie en infrastructure routière ou urbaine avec composante internationale, bureau d'études en génie civil spécialisé en aménagement urbain, entreprise de travaux publics avec encadrement technique étranger et main d'oeuvre locale",Client maitre d'ouvrage : Republic of Tajikistan. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Le projet porte sur un aménagement d'avenue urbaine à Douchanbé, capitale du Tadjikistan, dans un contexte d'infrastructure routière classique. La présence terrain est probable mais concentrée en capitale dans un environnement relativement sécurisé, avec un profil de risque faible ne justifiant pas de prestation d'escorte ou de protection rapprochée. L'acheteur est une administration locale, ce qui réduit l'accessibilité commerciale pour Amarante.",0.45,claude-sonnet-4-6,True,False,Appel d'offres,tender,Infra Eurasia,Republic of Tajikistan,53842-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.6,3.8,3.5,ignorer,indetermine,moyen,Baljuvon-Sari Khosor Road,Republic of Tajikistan,TJK,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"bureau d'études en ingénierie routière et infrastructures, consortium d'ingénierie civil international spécialisé en routes en zone montagneuse, entreprise de construction d'infrastructures avec encadrement technique étranger",Client maitre d'ouvrage : Republic of Tajikistan. Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"Un chantier routier en zone rurale et potentiellement isolée au Tadjikistan (corridor Baljuvon - Sari Khosor, région du Khatlon, proche de zones frontalières sensibles) implique probablement le déploiement de techniciens et ingénieurs étrangers sur plusieurs mois, avec des déplacements réguliers hors capitale sur un axe peu sécurisé, créant un besoin réel d'escorte véhicule et de chauffeur sécurité. L'absence de mention d'un dispositif de sécurité existant laisse la porte ouverte à une prestation opérationnelle externe.",0.55,claude-sonnet-4-6,True,False,Prequalification,amont,Infra Eurasia,Republic of Tajikistan,56814-prequalifica-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
